,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
9472,U Can't Stop These Gangsters,0.789,0.631,0,-6.993,1,0.221,0.176,0.0,0.43,0.665,88.348,163720,34
9473,I Know U Don't Love Me,0.645,0.819,11,-8.051,0,0.369,0.13,0.0,0.419,0.66,91.888,123813,10
9474,Trap Star,0.586,0.841,1,-2.378,1,0.376,0.146,0.0,0.33,0.639,86.825,81640,35
9475,Jeezy The Snowman,0.6,0.479,10,-7.652,0,0.476,0.0283,0.0,0.566,0.191,165.069,80280,21
9476,Burnin Up,0.681,0.456,1,-6.997,1,0.104,0.0476,0.0,0.405,0.232,81.941,212707,14
9477,Makin' It Look Easy,0.759,0.839,1,-7.156,1,0.356,0.0816,0.0,0.139,0.823,81.674,97480,35
9478,I'm A G,0.631,0.68,1,-8.358,1,0.416,0.272,0.0,0.0989,0.784,71.193,131027,35
9479,Snitches,0.694,0.813,11,-6.25,0,0.361,0.0335,0.0,0.285,0.776,81.212,150120,27
9480,Studio Gangsters,0.646,0.654,1,-6.016,1,0.254,0.137,0.0,0.47,0.734,87.015,185053,7
9481,After 2 Million Sold,0.472,0.806,11,-5.615,1,0.372,0.223,0.0,0.37,0.448,151.338,99773,37
9482,Lil Buddy,0.493,0.861,10,-6.787,0,0.343,0.125,2.81e-06,0.26,0.511,115.898,158733,10
9483,Still Don't Kno,0.519,0.839,10,-5.396,0,0.287,0.0132,0.0,0.194,0.611,77.5,147413,10
9484,Verbal Intercourse,0.682,0.877,1,-3.244,1,0.355,0.588,0.0,0.482,0.944,103.265,76213,35
9485,For The Hood,0.613,0.626,1,-8.463,0,0.419,0.773,0.0,0.76,0.632,95.416,50347,28
9486,We Major,0.337,0.732,9,-7.418,1,0.208,0.37,0.0,0.633,0.766,79.564,119303,35
9487,Still I Love It,0.686,0.857,9,-3.968,1,0.339,0.0428,0.0,0.383,0.478,147.09,97053,37
9488,We Did It Again,0.583,0.844,2,-6.142,1,0.456,0.0398,0.0,0.464,0.33,150.952,74267,21
9489,Third Times the Charge,0.762,0.297,6,-7.68,0,0.711,0.605,0.0,0.335,0.763,110.258,46080,13
9490,I'm Back,0.398,0.411,1,-12.013,1,0.353,0.00468,0.0,0.241,0.372,74.764,314120,22
9491,Usdas the Click,0.666,0.739,6,-8.137,1,0.288,0.279,0.0,0.38,0.405,83.557,106387,35
9492,Ya Dig (Album Exclusive),0.604,0.428,1,-13.492,1,0.181,0.000786,0.0,0.438,0.113,147.206,211173,22
9493,Cadillac,0.716,0.452,5,-11.323,0,0.322,0.00862,0.0,0.0633,0.365,159.874,149933,4
9494,Reintroduction,0.505,0.716,6,-6.332,1,0.459,0.24,0.0,0.285,0.777,91.04,169453,35
9495,One's for Cte,0.538,0.83,6,-7.113,1,0.322,0.25,0.0,0.374,0.907,61.511,187587,35
9496,Gangsta Party,0.695,0.797,11,-7.729,0,0.243,0.0927,0.0,0.433,0.94,98.05,133613,27
9497,Better Than Ever,0.619,0.724,6,-6.312,1,0.362,0.241,0.0,0.119,0.881,90.142,139960,35
9498,U Can't Stop These Gangsters,0.792,0.561,6,-8.678,1,0.226,0.171,0.0,0.242,0.706,88.342,165800,8
9499,I Know U Don't Love Me,0.611,0.818,7,-7.567,1,0.231,0.15,0.0,0.344,0.672,91.81,125893,35
9500,Trap Star,0.551,0.707,1,-6.491,1,0.43,0.132,0.0,0.312,0.691,122.776,83720,35
9501,Jeezy the Snowman,0.621,0.387,1,-10.398,1,0.378,0.0262,0.0,0.454,0.187,82.534,82360,19
9502,Burnin Up,0.68,0.333,1,-11.199,1,0.104,0.0501,0.0,0.369,0.286,81.952,214787,14
9503,Makin It Look Easy,0.818,0.834,1,-7.262,1,0.333,0.0918,0.0,0.314,0.848,81.961,99600,35
9504,I'm a G,0.719,0.539,1,-11.883,1,0.4,0.21,0.0,0.0805,0.785,80.3,133147,19
9505,Snitches,0.676,0.71,11,-10.081,0,0.408,0.0357,0.0,0.326,0.766,161.668,152213,9
9506,Studio Gangsters,0.584,0.561,1,-8.709,1,0.262,0.156,0.0,0.349,0.81,88.084,187133,19
9507,After 2 Million Sold,0.492,0.724,11,-6.918,1,0.337,0.222,0.0,0.371,0.563,152.256,101853,37
9508,Lil Buddy,0.392,0.797,5,-9.018,1,0.324,0.138,3.52e-06,0.31,0.625,82.421,160813,31
9509,Still Don't Kno,0.455,0.706,8,-8.835,1,0.259,0.00903,0.0,0.324,0.724,80.016,149493,26
9510,Verbal Intercourse,0.712,0.776,1,-6.661,1,0.35,0.593,0.0,0.358,0.961,96.148,78280,35
9511,For the Hood,0.678,0.651,6,-7.115,0,0.402,0.776,0.0,0.888,0.792,95.95,52427,28
9512,We Major,0.49,0.7,9,-7.212,1,0.125,0.356,0.0,0.437,0.77,85.052,121360,35
9513,Still I Love It,0.688,0.726,9,-7.708,1,0.348,0.059,0.0,0.361,0.588,147.088,99133,35
9514,We Did It Again,0.578,0.731,5,-9.385,0,0.44,0.0306,0.0,0.453,0.375,151.023,74347,30
9515,Interview W/Jeezy & Kay Slay,0.681,0.413,11,-10.062,1,0.707,0.835,0.0,0.428,0.537,127.656,76107,13
9516,I Am Back,0.458,0.396,10,-12.168,0,0.351,0.00594,0.0,0.279,0.346,98.76,314160,1
9517,Reintroduction,0.537,0.718,6,-6.398,1,0.496,0.223,0.0,0.235,0.746,86.402,170653,35
9518,Warriors,0.594,0.622,6,-10.419,1,0.376,0.0698,0.0,0.312,0.7,71.637,205493,8
9519,Pu$$Y A$$ Ni@@az,0.628,0.764,8,-8.021,1,0.119,0.142,0.0,0.342,0.548,113.436,105133,35
9520,Talk Like a Hustler,0.424,0.775,5,-10.038,0,0.43,0.0435,2.93e-06,0.248,0.578,163.102,297120,30
9521,Interview,0.678,0.391,1,-10.291,1,0.53,0.76,0.0,0.617,0.556,99.813,134947,28
9522,Gangsta Party,0.666,0.808,4,-7.907,1,0.294,0.0871,0.0,0.337,0.928,98.055,133413,35
9523,Grey Goose,0.608,0.683,7,-10.971,1,0.286,0.00264,0.0,0.127,0.844,77.106,288960,8
9524,I Know U Don't Love Me,0.683,0.803,11,-7.718,0,0.17,0.114,0.0,0.336,0.747,91.944,126747,27
9525,Freestyle,0.473,0.455,1,-9.539,1,0.462,0.0911,0.0,0.182,0.704,156.621,63293,19
9526,Slick Talk,0.689,0.724,6,-9.439,0,0.283,0.000776,0.0,0.033,0.725,78.038,253240,18
9527,Interview,0.686,0.379,6,-10.423,1,0.573,0.794,0.0,0.358,0.765,85.331,68133,13
9528,You Don't Know Us,0.269,0.799,1,-8.385,0,0.406,0.0353,0.0,0.352,0.463,167.405,182880,30
9529,Freestyle,0.719,0.827,10,-7.679,0,0.35,0.0813,0.0,0.331,0.913,80.462,83107,27
9530,Big Spender,0.772,0.786,1,-9.162,1,0.262,0.134,0.0,0.273,0.915,87.49,216227,34
9531,No Surrender,0.527,0.898,1,-6.829,1,0.449,0.0358,0.0,0.302,0.718,189.787,196547,16
9532,Hypnotize (Intro),0.649,0.469,1,-7.752,1,0.113,0.0908,1.93e-06,0.121,0.351,150.056,221053,5
9533,Still On It,0.528,0.848,8,-5.972,1,0.318,0.0268,0.0,0.0489,0.386,160.893,226973,37
9534,U Know What It Is,0.461,0.613,2,-6.157,1,0.167,0.0093,0.0,0.219,0.124,72.616,224240,23
9535,J.E.E.Z.Y.,0.62,0.636,4,-6.308,1,0.0692,0.033,0.0,0.136,0.269,77.533,229440,23
9536,I Luv It,0.639,0.784,0,-6.674,1,0.0391,0.00114,0.0,0.39,0.199,91.021,240613,23
9537,Go Getta,0.375,0.753,3,-6.587,0,0.193,0.107,0.0,0.18,0.406,173.888,229347,30
9538,3 A.M.,0.621,0.7,6,-5.086,0,0.292,0.274,0.0,0.0914,0.548,150.028,236773,9
9539,The Realest,0.479,0.81,10,-6.215,0,0.18,0.00542,0.0,0.275,0.237,78.023,249787,11
9540,Streets On Lock,0.392,0.749,9,-7.505,0,0.376,0.0451,0.0,0.512,0.581,169.938,214693,30
9541,Bury Me A G,0.43,0.816,11,-5.889,1,0.306,0.0278,0.0,0.407,0.57,162.998,283227,16
9542,Dreamin',0.271,0.796,1,-6.153,1,0.139,0.09,0.0,0.363,0.426,73.233,289280,31
9543,What You Talkin' Bout,0.275,0.694,0,-5.398,0,0.209,0.0042,0.0,0.232,0.135,166.676,228480,30
9544,Keep It Gangsta,0.386,0.793,8,-6.413,1,0.216,0.00397,0.0,0.152,0.109,102.823,276267,23
9545,Mr. 17.5,0.507,0.911,7,-8.159,1,0.517,0.119,0.0,0.335,0.554,93.979,210427,26
9546,I Got Money,0.582,0.708,11,-7.165,0,0.0542,0.000429,0.0,0.135,0.158,80.032,239893,11
9547,The Inspiration (Follow Me),0.586,0.804,6,-6.859,1,0.37,0.122,0.0,0.12,0.449,86.52,264600,26
9548,National Anthem,0.353,0.844,10,-6.311,0,0.268,0.000925,0.0,0.15,0.525,76.195,245133,11
9549,Hypnotize (Intro),0.649,0.475,8,-7.762,0,0.1,0.0883,3e-06,0.122,0.343,150.062,221027,4
9550,Still On It,0.546,0.84,1,-5.99,1,0.312,0.0275,0.0,0.0534,0.395,160.908,226973,16
9551,U Know What It Is,0.396,0.607,2,-6.119,1,0.193,0.00896,0.0,0.254,0.147,97.198,224240,23
9552,J.E.E.Z.Y.,0.593,0.636,5,-6.3,1,0.117,0.0392,0.0,0.137,0.258,155.168,229440,37
9553,I Luv It,0.641,0.765,9,-6.626,1,0.0383,0.000975,0.0,0.387,0.19,91.009,240613,23
9554,Go Getta,0.392,0.751,3,-6.586,0,0.155,0.105,0.0,0.15,0.438,173.825,229347,30
9555,3 A.M.,0.63,0.695,6,-5.054,0,0.302,0.28,0.0,0.083,0.549,149.925,236773,9
9556,The Realest,0.401,0.803,10,-6.225,0,0.196,0.00425,0.0,0.224,0.233,77.864,249787,11
9557,Streets On Lock,0.391,0.747,9,-7.532,0,0.363,0.035,0.0,0.49,0.535,170.07,214693,30
9558,Bury Me A G,0.352,0.818,11,-5.904,1,0.326,0.026,0.0,0.401,0.502,75.005,283227,26
9559,Dreamin',0.271,0.803,5,-6.139,0,0.151,0.103,0.0,0.376,0.394,178.448,289280,30
9560,What You Talkin' Bout,0.349,0.703,0,-5.384,0,0.0838,0.00454,0.0,0.316,0.147,109.441,228480,4
9561,Keep It Gangsta,0.481,0.794,1,-6.424,1,0.168,0.00477,0.0,0.104,0.105,137.43,276267,5
9562,Mr. 17.5,0.434,0.909,7,-8.167,1,0.536,0.113,0.0,0.34,0.594,93.092,210427,26
9563,I Got Money,0.581,0.695,9,-7.172,0,0.0477,0.000384,0.0,0.14,0.146,80.041,239893,11
9564,The Inspiration (Follow Me),0.55,0.812,1,-6.838,1,0.402,0.113,0.0,0.098,0.427,86.336,265640,31
9565,Hypnotize (Intro) - Album Version (Edited),0.656,0.47,1,-7.661,1,0.108,0.102,1.56e-05,0.122,0.344,150.054,220907,5
9566,Still On It - Album Version (Edited),0.556,0.839,8,-5.894,1,0.253,0.0242,0.0,0.0613,0.377,160.902,226987,37
9567,U Know What It Is - Album Version (Edited),0.531,0.621,1,-6.028,1,0.102,0.00893,0.0,0.274,0.123,72.626,224267,23
9568,J.E.E.Z.Y. - Album Version (Edited),0.624,0.639,4,-6.204,1,0.0609,0.0405,0.0,0.138,0.255,77.54,229440,23
9569,I Luv It - Album Version (Edited),0.645,0.787,0,-6.407,1,0.0373,0.00108,0.0,0.392,0.194,90.97,240600,23
9570,Go Getta - Album Version (Edited),0.392,0.749,3,-6.498,0,0.243,0.095,0.0,0.207,0.43,174.01,229400,30
9571,3 A.M. - Album Version (Edited),0.643,0.678,6,-5.519,0,0.295,0.266,0.0,0.0806,0.515,150.005,236733,9
9572,The Realest - Album Version (Edited),0.415,0.786,2,-6.407,1,0.21,0.0042,0.0,0.378,0.226,77.992,249747,23
9573,Streets On Lock - Album Version (Edited),0.581,0.764,9,-7.799,0,0.326,0.0368,0.0,0.481,0.551,170.001,214707,30
9574,Bury Me A G - Album Version (Edited),0.487,0.838,11,-5.608,1,0.218,0.0155,0.0,0.388,0.454,83.001,262027,26
9575,Dreamin' - Album Version (Edited),0.51,0.752,5,-7.555,0,0.065,0.0825,0.0,0.329,0.409,73.03,289333,11
9576,What You Talkin' Bout - Album Version (Edited),0.353,0.721,0,-5.225,0,0.0966,0.00571,0.0,0.276,0.148,108.55,228493,4
9577,Keep It Gangsta - Album Version (Edited),0.334,0.795,1,-6.313,1,0.241,0.00352,0.0,0.119,0.0887,85.029,276187,23
9578,Mr. 17.5 - Album Version (Edited),0.493,0.896,2,-9.263,0,0.53,0.076,0.0,0.239,0.561,94.181,210440,10
9579,I Got Money - Album Version (Edited),0.588,0.705,5,-6.959,1,0.0543,0.000488,0.0,0.119,0.112,80.028,239960,23
9580,The Inspiration (Follow Me) - Album Version (Edited),0.597,0.814,10,-6.915,0,0.425,0.125,0.0,0.0993,0.393,86.382,265640,11
9581,Hypnotize (Intro) - Album Version (Edited),0.657,0.462,1,-7.627,0,0.104,0.0909,6.45e-06,0.122,0.335,150.129,220933,4
9582,Still On It - Album Version (Edited),0.551,0.844,8,-5.878,1,0.286,0.0232,0.0,0.0593,0.34,160.829,226987,37
9583,U Know What It Is - Album Version (Edited),0.408,0.62,8,-6.037,1,0.129,0.00854,0.0,0.265,0.127,145.417,224267,37
9584,J.E.E.Z.Y. - Album Version (Edited),0.622,0.644,4,-6.197,1,0.0644,0.0417,0.0,0.137,0.225,77.527,229440,23
9585,I Luv It - Album Version (Edited),0.65,0.785,2,-6.41,1,0.0345,0.00095,0.0,0.396,0.217,91.011,240600,23
9586,Go Getta - Album Version (Edited),0.395,0.747,3,-6.501,0,0.238,0.0992,0.0,0.215,0.45,174.018,229400,30
9587,3 A.M. - Album Version (Edited),0.649,0.681,6,-5.508,0,0.294,0.275,0.0,0.0799,0.505,149.961,236733,9
9588,The Realest - Album Version (Edited),0.324,0.785,2,-6.418,1,0.265,0.00424,0.0,0.372,0.245,77.994,249747,23
9589,Streets On Lock - Album Version (Edited),0.402,0.764,9,-7.78,0,0.377,0.0334,0.0,0.486,0.506,170.065,214707,30
9590,Bury Me A G - Album Version (Edited),0.436,0.833,11,-5.598,1,0.245,0.0179,0.0,0.39,0.463,79.539,262027,26
9591,Dreamin' - Album Version (Edited),0.338,0.749,1,-7.539,1,0.109,0.1,0.0,0.327,0.398,146.27,289333,5
9592,What You Talkin' Bout - Album Version (Edited),0.317,0.708,0,-5.234,0,0.14,0.0052,0.0,0.241,0.156,148.442,228493,4
9593,Keep It Gangsta - Album Version (Edited),0.398,0.803,1,-6.339,1,0.214,0.00353,0.0,0.127,0.101,137.036,276187,5
9594,Mr. 17.5 - Album Version (Edited),0.351,0.893,7,-9.243,1,0.666,0.0801,0.0,0.221,0.572,94.706,210440,31
9595,I Got Money - Album Version (Edited),0.589,0.706,5,-6.96,1,0.0459,0.000409,0.0,0.129,0.117,80.022,239960,23
9596,The Inspiration (Follow Me) - Album Version (Edited),0.561,0.817,10,-6.933,0,0.414,0.114,0.0,0.121,0.403,86.572,264587,11
9597,National Anthem - Album Version (Edited),0.297,0.848,0,-6.192,1,0.309,0.00125,0.0,0.107,0.6,79.96,245080,31
9598,Thug Motivation 101,0.633,0.693,1,-7.2,1,0.0971,0.059,0.0,0.0887,0.262,149.878,194427,5
9599,Standing Ovation,0.548,0.838,5,-8.0,0,0.206,0.00162,0.0,0.0689,0.16,144.09,254133,4
9600,Gangsta Music,0.612,0.713,7,-6.351,1,0.245,0.00561,0.0,0.351,0.28,145.025,242173,37
9601,Let's Get It / Sky's The Limit,0.421,0.687,4,-6.675,0,0.311,0.000133,0.0,0.295,0.0731,174.399,222600,30
9602,And Then What,0.754,0.72,7,-5.447,1,0.231,0.00977,0.0,0.0619,0.753,170.016,245480,2
9603,Go Crazy,0.405,0.962,4,-2.575,0,0.341,0.00671,0.0,0.133,0.626,84.208,199426,10
9604,Last Of A Dying Breed,0.621,0.69,6,-7.298,0,0.33,0.0615,0.0,0.265,0.557,91.53,236280,10
9605,My Hood,0.816,0.701,8,-7.477,0,0.0536,0.0168,0.0,0.0583,0.757,152.021,240187,9
9606,Bottom Of The Map,0.751,0.681,7,-6.492,1,0.277,0.0136,0.0,0.0447,0.712,154.046,261960,2
9607,Get Ya Mind Right,0.33,0.764,5,-5.894,1,0.373,0.0234,0.0,0.357,0.67,79.582,221240,31
9608,Trap Star,0.515,0.752,6,-5.672,1,0.155,0.00686,0.0,0.232,0.299,86.725,232107,23
9609,Bang,0.786,0.825,4,-7.094,0,0.145,0.101,1.04e-06,0.151,0.956,149.986,268867,9
9610,Don't Get Caught,0.5,0.667,11,-6.349,0,0.416,0.0844,0.0,0.349,0.574,72.738,257400,10
9611,Soul Survivor,0.575,0.489,10,-7.759,1,0.0525,0.00102,0.0,0.148,0.0963,83.968,280013,23
9612,Trap Or Die,0.675,0.669,2,-6.351,1,0.171,0.0152,0.0,0.321,0.298,79.06,240267,23
9613,Tear It Up,0.734,0.661,11,-10.255,0,0.307,0.0141,0.0,0.245,0.458,82.008,269387,1
9614,That's How Ya Feel,0.603,0.619,1,-6.332,0,0.196,0.000185,0.0,0.159,0.136,74.987,243213,23
9615,Talk To Em,0.46,0.731,7,-6.52,1,0.333,0.00969,0.0,0.0872,0.379,85.59,263360,26
9616,Air Forces,0.622,0.568,11,-7.799,1,0.0758,0.00331,0.0,0.34,0.152,160.014,241693,37
9617,Go Crazy (Remix),0.474,0.901,4,-4.429,0,0.384,0.0262,0.0,0.196,0.646,89.166,253840,10
9618,Go Crazy - Remix / Instrumental,0.456,0.606,11,-9.061,0,0.0408,0.000214,0.68,0.162,0.603,178.922,253107,32
9619,And Then What - Instrumental,0.712,0.744,7,-8.721,1,0.0544,0.000719,0.904,0.0252,0.663,169.995,251266,32
9620,And Then What - Acappella,0.776,0.363,1,-15.808,1,0.874,0.445,0.0,0.879,0.829,85.16,229320,36
9621,My Hood - Instrumental,0.755,0.766,8,-11.213,0,0.0875,6.09e-05,0.927,0.0879,0.648,152.092,242788,32
9622,My Hood - Acappella,0.559,0.262,3,-15.448,1,0.859,0.42,0.0,0.229,0.71,84.592,241713,20
9623,Trap Star - Instrumental,0.539,0.698,1,-6.894,1,0.0477,2.48e-05,0.785,0.298,0.436,173.589,233221,32
9624,Bang - Instrumental,0.772,0.769,4,-10.716,1,0.101,0.137,0.886,0.068,0.971,75.001,268653,32
9625,Soul Survivor - Instrumental,0.83,0.388,9,-10.209,0,0.0474,2.28e-05,0.899,0.105,0.176,83.995,280626,32
9626,Trap Or Die - Instrumental,0.68,0.841,2,-7.317,1,0.0774,4.27e-05,9.13e-05,0.101,0.294,79.01,239560,23
9627,Trap Or Die - Acappella,0.805,0.409,10,-9.961,1,0.428,0.491,0.0,0.825,0.773,79.184,242170,7
9628,Thug Motivation 101,0.636,0.688,1,-7.223,1,0.0854,0.0413,0.0,0.101,0.235,149.967,194427,5
9629,Standing Ovation,0.383,0.839,5,-7.995,0,0.289,0.00127,0.0,0.0702,0.178,144.099,254133,30
9630,Gangsta Music,0.408,0.687,7,-6.391,1,0.35,0.00757,0.0,0.352,0.27,144.984,242173,37
9631,Let's Get It / Sky's The Limit,0.441,0.708,1,-6.708,0,0.325,0.000146,0.0,0.317,0.0806,174.63,222600,30
9632,And Then What,0.75,0.723,0,-5.452,1,0.231,0.00829,0.0,0.0588,0.747,170.006,245480,2
9633,Go Crazy (Remix),0.471,0.903,4,-4.415,0,0.414,0.03,0.0,0.198,0.627,126.771,253840,30
9634,Last Of A Dying Breed,0.703,0.704,6,-7.266,0,0.278,0.0478,0.0,0.226,0.568,91.675,236280,25
9635,My Hood,0.817,0.707,8,-7.513,1,0.0521,0.0169,0.0,0.0433,0.749,152.038,240187,38
9636,Bottom Of The Map,0.745,0.663,7,-6.541,1,0.296,0.0154,0.0,0.0464,0.734,154.063,261960,2
9637,Get Ya Mind Right,0.329,0.767,5,-5.922,1,0.373,0.0189,0.0,0.368,0.647,78.096,221240,31
9638,Trap Star,0.508,0.76,1,-5.659,1,0.185,0.00863,0.0,0.219,0.32,86.755,232107,23
9639,Bang,0.56,0.817,6,-7.123,0,0.229,0.107,0.0,0.149,0.964,73.431,268867,10
9640,Don't Get Caught,0.615,0.661,11,-6.424,0,0.402,0.0975,0.0,0.349,0.565,71.002,257400,10
9641,Soul Survivor,0.684,0.493,10,-7.728,1,0.0459,0.000839,0.0,0.157,0.08,84.03,280013,23
9642,Trap Or Die,0.683,0.662,2,-6.367,1,0.152,0.013,0.0,0.325,0.324,79.026,240267,23
9643,Tear It Up,0.736,0.664,11,-10.272,0,0.276,0.0146,0.0,0.224,0.461,81.993,269387,1
9644,That's How Ya Feel,0.721,0.623,1,-6.332,0,0.0712,0.000157,0.0,0.143,0.146,74.983,243213,4
9645,Talk To Em,0.474,0.724,7,-6.525,1,0.285,0.00912,0.0,0.0791,0.413,85.99,263360,26
9646,Air Forces,0.622,0.569,11,-7.78,1,0.0701,0.0038,0.0,0.35,0.149,160.023,241693,37
9647,Thug Motivation 101 - Album Version (Edited),0.638,0.686,1,-7.236,1,0.0762,0.0569,0.0,0.0969,0.287,149.903,194360,5
9648,Standing Ovation - Album Version (Edited),0.558,0.837,7,-8.684,0,0.179,0.00142,0.0,0.202,0.141,144.027,253373,4
9649,Gangsta Music - Album Version (Edited),0.419,0.669,7,-6.462,1,0.33,0.00411,0.0,0.287,0.333,145.008,240560,37
9650,Let's Get It / Sky's The Limit - Album Version (Edited),0.401,0.704,4,-6.727,0,0.314,0.000119,0.0,0.359,0.0851,174.321,222613,30
9651,And Then What - Album Version (Edited),0.762,0.725,0,-5.403,1,0.229,0.00796,0.0,0.0603,0.76,169.997,245440,2
9652,Go Crazy - Remix,0.385,0.911,11,-4.51,0,0.358,0.0216,0.0,0.213,0.601,86.335,253960,10
9653,Last Of A Dying Breed - Album Version (Edited),0.761,0.662,6,-7.416,0,0.236,0.0496,0.0,0.275,0.528,91.486,236280,1
9654,My Hood - Album Version (Edited),0.812,0.7,8,-7.544,0,0.058,0.0137,0.0,0.0492,0.725,152.036,240173,9
9655,Bottom Of The Map - Album Version (Edited),0.762,0.667,7,-6.538,1,0.268,0.0125,0.0,0.0445,0.736,154.038,261960,2
9656,Get Ya Mind Right - Album Version (Edited),0.339,0.754,5,-5.969,1,0.378,0.0136,0.0,0.406,0.668,79.761,221240,31
9657,Trap Star - Album Version (Edited),0.51,0.766,1,-5.743,1,0.19,0.00724,0.0,0.323,0.267,86.762,232453,23
9658,Bang - Album Version (Edited),0.793,0.825,6,-7.204,0,0.116,0.0787,1.73e-06,0.0944,0.963,149.989,268520,9
9659,Don't Get Caught - Album Version (Edited),0.589,0.657,11,-6.451,0,0.365,0.0737,0.0,0.355,0.582,81.857,257400,10
9660,Soul Survivor - Album Version (Edited),0.594,0.48,10,-8.333,1,0.0492,0.000906,0.0,0.111,0.0981,83.882,280013,23
9661,Trap Or Die - Radio Edit,0.695,0.646,2,-6.385,1,0.162,0.0106,0.0,0.0903,0.353,79.035,240267,14
9662,Tear It Up - Album Version (Edited),0.738,0.633,11,-10.307,0,0.284,0.0119,0.0,0.3,0.483,82.016,269387,1
9663,That's How Ya Feel - Album Version (Edited),0.761,0.596,1,-6.406,0,0.0641,0.000207,0.0,0.236,0.158,150.019,243187,4
9664,Talk To Em - Album Version (Edited),0.425,0.73,7,-6.622,1,0.364,0.00859,0.0,0.0663,0.353,85.608,263387,26
9665,Air Forces - Album Version (Edited),0.63,0.532,11,-7.757,1,0.072,0.00257,0.0,0.362,0.128,160.0,231627,37
9666,Thug Motivation 101,0.639,0.691,1,-7.21,1,0.0834,0.0561,0.0,0.0911,0.286,74.982,194427,23
9667,Standing Ovation,0.384,0.837,5,-8.009,0,0.306,0.00163,0.0,0.0715,0.165,144.023,254133,30
9668,Gangsta Music,0.603,0.714,7,-6.318,1,0.252,0.00636,0.0,0.345,0.264,145.006,242173,37
9669,Let's Get It / Sky's The Limit,0.435,0.694,4,-6.685,0,0.323,0.000122,0.0,0.322,0.0847,174.766,222600,30
9670,And Then What,0.753,0.728,0,-5.439,1,0.228,0.00773,0.0,0.0653,0.751,170.021,245480,2
9671,Go Crazy (Remix),0.396,0.896,4,-4.398,0,0.396,0.0309,0.0,0.207,0.632,86.882,253840,10
9672,Last Of A Dying Breed,0.76,0.693,6,-7.289,0,0.253,0.0525,0.0,0.219,0.556,91.468,236280,25
9673,My Hood,0.819,0.694,1,-7.472,0,0.0556,0.0192,0.0,0.0536,0.684,152.041,240187,18
9674,Bottom Of The Map,0.753,0.671,7,-6.531,1,0.291,0.013,0.0,0.0459,0.707,154.059,261960,2
9675,Get Ya Mind Right,0.358,0.778,5,-5.898,1,0.385,0.0197,0.0,0.369,0.701,79.262,221240,31
9676,Trap Star,0.495,0.763,1,-5.706,1,0.149,0.00754,0.0,0.27,0.272,86.67,232107,23
9677,Bang,0.782,0.821,6,-7.112,0,0.142,0.101,0.0,0.167,0.961,150.068,268867,9
9678,Don't Get Caught,0.494,0.668,11,-6.398,0,0.406,0.0942,0.0,0.348,0.587,81.662,257400,10
9679,Soul Survivor,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012,280013,23
9680,Trap Or Die,0.678,0.664,2,-6.372,1,0.214,0.0155,0.0,0.332,0.297,79.051,240267,23
9681,Tear It Up,0.736,0.658,11,-10.253,0,0.276,0.0151,0.0,0.27,0.465,82.036,269387,1
9682,That's How Ya Feel,0.724,0.597,9,-6.378,1,0.068,0.000206,0.0,0.252,0.147,74.986,243213,23
9683,Talk To Em,0.437,0.732,7,-6.507,1,0.329,0.00951,0.0,0.086,0.387,85.454,263360,26
9684,Air Forces,0.621,0.575,11,-7.83,1,0.0772,0.00363,0.0,0.347,0.16,159.99,241693,37
9685,Over Here,0.687,0.402,11,-14.077,0,0.383,0.042,0.0,0.17,0.238,85.218,219161,1
9686,Pussy Muthafuc,0.762,0.629,11,-10.715,0,0.246,0.168,0.0,0.317,0.514,166.723,253374,9
9687,Dem Boyz,0.781,0.591,11,-9.345,1,0.357,0.0262,0.0,0.438,0.477,158.015,231574,37
9688,Air Forces,0.634,0.309,1,-18.031,0,0.406,0.166,0.0,0.321,0.243,159.189,151721,22
9689,Come Shop Wit Me Pt. 2,0.765,0.53,1,-14.367,1,0.154,0.0107,8.62e-06,0.147,0.521,92.321,228427,14
9690,Freestyle,0.549,0.603,0,-12.798,1,0.431,0.397,0.0,0.849,0.653,76.013,92667,28
9691,Me Money,0.774,0.417,7,-12.817,1,0.323,0.124,0.0,0.487,0.598,151.002,175587,22
9692,Hold Up,0.623,0.403,1,-10.893,1,0.279,0.068,0.0,0.166,0.445,74.882,208227,14
9693,Don't F*ck With Me,0.812,0.575,2,-10.037,1,0.129,0.0673,0.0,0.137,0.504,121.05,206934,14
9694,Freestyle,0.386,0.458,11,-16.91,1,0.424,0.465,0.0,0.83,0.604,85.687,131254,28
9695,Da Movement,0.651,0.445,1,-12.841,1,0.386,0.00239,0.0,0.68,0.158,150.959,240734,22
9696,Freestyle,0.456,0.631,6,-11.977,0,0.538,0.0415,0.0,0.305,0.572,124.369,106241,19
9697,Lean Wit It,0.53,0.456,7,-14.078,1,0.402,0.0135,0.0,0.271,0.29,102.779,177281,22
9698,You Feel Me,0.639,0.231,2,-17.174,1,0.207,0.000769,0.0,0.191,0.219,80.359,203894,22
9699,Stay Down,0.528,0.41,9,-14.645,1,0.336,0.045,0.0,0.37,0.104,170.713,237774,22
9700,Take It Outside,0.825,0.43,7,-16.69,1,0.377,0.0017,0.0,0.359,0.62,121.944,282547,22
